,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
1658,1980,3160531225,5,Extremely helpful!,2018-09-06T17:08:07Z,a erick,Great ap,,,,en,Extremely helpful !,Great ap
1659,2147,3153060199,5,So on point! :),2018-09-04T17:01:27Z,T. Fab,The app is so useful!,,,,en,So on point ! :),The app is so useful !
1660,1682,3152617275,5,Works as advertised,2018-09-04T14:25:01Z,CheezItMan,It works reliably and has a nice forecast.,,,,en,Works as advertised,It works reliably and has a nice forecast .
1661,818,3152587096,5,Air visual,2018-09-04T14:15:01Z,Rob Norge,Quick check on air quality.  Accurate.  Useful for multiple locations.,,,,en,Air visual,Quick check on air quality .   Accurate .   Useful for multiple locations .
1662,1167,3152441510,5,Super useful and accurate,2018-09-04T13:27:26Z,shajfjfjsks,Timely information and saves me a ton of time,,,,en,Super useful and accurate,Timely information and saves me a ton of time
1663,1234,3149144626,5,Works well,2018-09-03T16:04:32Z,Steve the Wise,Works as advertised. Helpful during fire season.,,,,en,Works well,Works as advertised . Helpful during fire season .
1664,100,3147518735,5,"Very useful, straightforward app",2018-09-03T07:23:05Z,embekom,"Really useful app, especially when air quality is so quick to shift based on wind and weather conditions.  Good to know if you want to take a day or hiking trip with the smoke from mega fires, sleep with the windows open, go for a run.  Especially for people who have sensitive lungs who need to avoid high pm counts.  I wish more locations had the tools to measure air quality so they would be listed, but lots of cities are still on here.  Would reccomend.",,,,en,"Very useful , straightforward app","Really useful app , especially when air quality is so quick to shift based on wind and weather conditions .   Good to know if you want to take a day or hiking trip with the smoke from mega fires , sleep with the windows open , go for a run .   Especially for people who have sensitive lungs who need to avoid high pm counts .   I wish more locations had the tools to measure air quality so they would be listed , but lots of cities are still on here .   Would reccomend ."
1665,1786,3146600733,5,Awesome,2018-09-03T00:53:00Z,Ramser1,Very accurate and easy to use.,,,,en,Awesome,Very accurate and easy to use .
1666,1051,3143772150,5,Accurate weather readings for LA,2018-09-02T06:40:00Z,DJ Kathbombay,I enjoy using this app. It’s been very helpful in predicting pollution levels in LA and Fresno since all of the recent California fires.,,,,en,Accurate weather readings for Los Angeles,I enjoy using this app . It ’s been very helpful in predicting pollution levels in Los Angeles and Fresno since all of the recent California fires .
1667,2514,3142722040,5,Love the app,2018-09-01T23:54:43Z,andreeahasa,I Love the app,,,,en,Love the app,I Love the app
1668,1420,3142566950,5,Love the app,2018-09-01T22:40:36Z,Ca-matt,Timely and accurate information!,,,,en,Love the app,Timely and accurate information !
1669,1296,3142359923,5,Easy to use,2018-09-01T21:02:55Z,EM.Ring,"Simple design with intuitive graphics.
Love this app!",,,,en,Easy to use,"Simple design with intuitive graphics . 
 Love this app !"
1670,1830,3139543891,5,Great application.,2018-09-01T04:43:13Z,Xplorall,Clean and easy to use,,,,en,Great application .,Clean and easy to use
1671,585,3138817757,5,Some graphs could be organized to read faster,2018-09-01T00:02:47Z,jtmyatt$&@,Some graphs could be organized to read faster,,,,en,Some graphs could be organized to read faster,Some graphs could be organized to read faster
1672,1316,3138245556,5,Clean air,2018-08-31T19:33:47Z,lindakona,Good to know Kona Hawaii has best air in a long time. Fun to compare our air with other areas of the country!,,,,en,Clean air,Good to know Kona Hawaii has best air in a long time . Fun to compare our air with other areas of the country !
1673,2162,3137321657,5,Thankful to have this,2018-08-31T13:55:03Z,WMDRJS,Very helpful!,,,,en,Thankful to have this,Very helpful !
1674,1134,3137094775,5,Great....but a little over optimistic about predicting AQI sometimes,2018-08-31T12:54:35Z,katdavet,Sometimes the predictions are wishful thinking abut everything else is good,,,,en,Great .... but a little over optimistic about predicting Air Quality Index sometimes,Sometimes the predictions are wishful thinking abut everything else is good
1675,1082,3135640294,5,Great app!,2018-08-31T05:20:10Z,yoyoyorambler,Seems to work well and has the information that I’m looking for.,,,,en,Great app !,Seems to work well and has the information that I ’m looking for .
1676,1374,3133810199,5,Very handy!,2018-08-30T17:14:55Z,CarletonManorMistress,Super convenient to be able to check AQI with one touch!,,,,en,Very handy !,Super convenient to be able to check Air Quality Index with one touch !
1677,553,3133805746,5,Well designed and informative,2018-08-30T17:13:21Z,Samsoup,Really glad I found this for quickly monitoring changes in air quality.,,,,en,Well designed and informative,Really glad I found this for quickly monitoring changes in air quality .
1678,628,3133461990,5,I check it every day - so helpful,2018-08-30T15:21:37Z,Docsomething,"Great app to have if you live in an area w poor or variable air quality, if you have lung issues, if you travel a lot...",,,,en,I check it every day - so helpful,"Great app to have if you live in an area w poor or variable air quality , if you have lung issues , if you travel a lot ..."
1679,399,3133103634,5,Helpful in the Pacific Northwest,2018-08-30T13:39:04Z,Robert Ranlett,Our new normal here is summer wildfire season.  This app helps determine my schedule for outdoor activities.  It is easy to use and provides the information on the pollution of particles by size that most directly impacts on health.,,,,en,Helpful in the Pacific Northwest,Our new normal here is summer wildfire season .   This app helps determine my schedule for outdoor activities .   It is easy to use and provides the information on the pollution of particles by size that most directly impacts on health .
1680,1749,3131350073,5,Simple and useful,2018-08-30T03:55:37Z,JohnnyD10,Exactly what was needed to avoid unhealthy smoke conditions,,,,en,Simple and useful,Exactly what was needed to avoid unhealthy smoke conditions
1681,475,3131266185,5,Great Valuable App!!,2018-08-30T03:24:15Z,Greg0470,This app has really helped us manage our allergy/asthma issues through a very bad forest fire season.  The app is designed well and provides a great visual along with the incredible data!,,,,en,Great Valuable App ! !,This app has really helped us manage our allergy / asthma issues through a very bad forest fire season .   The app is designed well and provides a great visual along with the incredible data !
1682,1940,3131244387,5,Air Quality,2018-08-30T03:15:59Z,Frank007 in 808,Great indicator of what’s out there.,,,,en,Air Quality,Great indicator of what ’s out there .
1683,1560,3131197657,5,Solid app!,2018-08-30T02:58:50Z,Zroundbls,Great for tracking air quality in Seattle at the end of a smoky summer.,,,,en,Solid app !,Great for tracking air quality in Seattle at the end of a smoky summer .
1684,143,3129839997,5,Peace of mind,2018-08-29T17:24:05Z,Discosis22,I check this in the morning and afternoon or before I’m heading outside.  It seems very accurate as well.  Once I forgot to check and went outside to the park.  I could see that it was very smoggy and sure enough when I checked the app it advised that I should stay indoors.  I am also glad that this service has got ppl thinking more about their air quality and how to help it.,,,,en,Peace of mind,I check this in the morning and afternoon or before I ’m heading outside .   It seems very accurate as well .   Once I forgot to check and went outside to the park .   I could see that it was very smoggy and sure enough when I checked the app it advised that I should stay indoors .   I am also glad that this service has got ppl thinking more about their air quality and how to help it .
1685,272,3129455576,5,Thank you,2018-08-29T15:09:48Z,Rick Schaut,Having instant access to critical information that affects my families quality of health is vital. We have fewer incidents of poor breathing when we can make our plans around the best times to be out and about.,,,,en,Thank you,Having instant access to critical information that affects my families quality of health is vital . We have fewer incidents of poor breathing when we can make our plans around the best times to be out and about .
1686,978,3129307017,5,Sschaudel,2018-08-29T14:22:55Z,Sschaudel,Easy to read and understand. I also really appreciate the visuals and the articles.,,,,en,Sschaudel,Easy to read and understand . I also really appreciate the visuals and the articles .
1687,1890,3127385832,5,Love it,2018-08-29T05:06:22Z,Kaytay900711123,Awesome for all the PNW smoke! Helped us plan ahead and see areas to avoid.,,,,en,Love it,Awesome for all the PNW smoke ! Helped us plan ahead and see areas to avoid .
1688,1170,3127243887,5,Great resource,2018-08-29T04:11:03Z,Don450sl,I use this app to check air quality. I am a stage 4 lung cancer survivor and plan my activities around the readings.,,,,en,Great resource,I use this app to check air quality . I am a stage 4 lung cancer survivor and plan my activities around the readings .
1689,2575,3127227540,5,Air,2018-08-29T04:04:44Z,domsavagemc,Good app,,,,en,Air,Good app
1690,788,3127155235,5,User friendly,2018-08-29T03:38:50Z,MomnRB,"Easy to use, quick way to know air quality",,,,en,User friendly,"Easy to use , quick way to know air quality"
1691,1874,3126560271,5,Nice App,2018-08-29T00:08:58Z,RefRev,Very helpful for an asthmatic. It helps me plan travel and to plan ahead.,,,,en,Nice App,Very helpful for an asthmatic . It helps me plan travel and to plan ahead .
1692,739,3126034402,5,So useful!,2018-08-28T20:30:45Z,Emily santi,We go back and forth between Oregon and California and this app has helped us figure out which weekends would be good to go outside. Thank you!,,,,en,So useful !,We go back and forth between Oregon and California and this app has helped us figure out which weekends would be good to go outside . Thank you !
1693,2631,3125841579,5,Good app,2018-08-28T19:06:11Z,latham6226,Good app,,,,en,Good app,Good app
1694,104,3125498406,5,Very helpful air quality app!,2018-08-28T16:52:11Z,K.cool,I’ve been using this app multiple times a day over the past month to track air quality due to wildfire smoke in my area. It has been invaluable to us in several respects. Knowing when it is important to use our N100 masks outdoors has been helpful. Being able to track multiple cities and towns at the same time let’s us know where we can go to find cleaner air nearby is great!,,,,en,Very helpful air quality app !,I ’ve been using this app multiple times a day over the past month to track air quality due to wildfire smoke in my area . It has been invaluable to us in several respects . Knowing when it is important to use our N100 masks outdoors has been helpful . Being able to track multiple cities and towns at the same time let ’s us know where we can go to find cleaner air nearby is great !
1695,54,3125244926,5,Just what I was looking for!,2018-08-28T15:21:50Z,CleanAirInSeattle,"With all the forest fire smoke settling in Seattle and literally shifting as the wind blows, was really hard to know when it was wise or even safe to open the windows and doors.  Most of us in Seattle do not have air conditioners and it gets pretty hot and stuffy to stay buttoned up.  Thanks for the app.  Doing a great job.",,,,en,Just what I was looking for !,"With all the forest fire smoke settling in Seattle and literally shifting as the wind blows , was really hard to know when it was wise or even safe to open the windows and doors .   Most of us in Seattle do not have air conditioners and it gets pretty hot and stuffy to stay buttoned up .   Thanks for the app .   Doing a great job ."
1696,843,3124752826,5,"Bad air, great app!",2018-08-28T12:56:13Z,Deni U,The smoke from wildfires in the Pacific Northwest has been a serious problem this year. It’s nice to check the AQ before going out as my son has asthma.,,,,en,"Bad air , great app !",The smoke from wildfires in the Pacific Northwest has been a serious problem this year . It ’s nice to check the air qualiy before going out as my son has asthma .
1697,1421,3123466782,5,Smoky skies in Rain City,2018-08-28T06:36:30Z,QA216,"Smoky skies are the new norm for summer on Seattle, what with all of these wildfires. As an asthma sufferer, I really count on this app to plan my day’s activities.",,,,en,Smoky skies in Rain City,"Smoky skies are the new norm for summer on Seattle , what with all of these wildfires . As an asthma sufferer , I really count on this app to plan my day ’s activities ."
1698,307,3123342960,5,Very helpful!,2018-08-28T05:48:01Z,ilubliner,"This has become my main source of air quality information while we’re dealing with lots of smoke in Southern Oregon.  It’s easy to use and is updated regularly.  I do wish that if had information for a greater number of cities, though, such as the cities on Oregon’s southern coast.",,,,en,Very helpful !,"This has become my main source of air quality information while we ’re dealing with lots of smoke in Southern Oregon .   It ’s easy to use and is updated regularly .   I do wish that if had information for a greater number of cities , though , such as the cities on Oregon ’s southern coast ."
1699,152,3122879994,5,Super helpful,2018-08-28T02:42:19Z,Suspicox,Downloaded this during the Seattle summer smoke out when smoke from every direction settled over western Washington. It was so helpful to negotiate over the days we were inundated and I have continued to check it even though we’re mostly out of the woods.,,,,en,Super helpful,Downloaded this during the Seattle summer smoke out when smoke from every direction settled over western Washington . It was so helpful to negotiate over the days we were inundated and I have continued to check it even though we ’re mostly out of the woods .
1700,1638,3121955101,5,Works for me,2018-08-27T19:53:28Z,JAseo,Helps me keep tabs for specific neighborhoods—good for treating my asthma and bronchitis,,,,en,Works for me,Helps me keep tabs for specific neighborhoods — good for treating my asthma and bronchitis
1701,1562,3121595501,5,Love,2018-08-27T17:19:37Z,sarah aitch,Love this! Way more accurate than my weather app. Good work!,,,,en,Love,Love this ! Way more accurate than my weather app . Good work !
1702,1317,3120921017,5,Great App,2018-08-27T13:37:43Z,LottaLyuba,Very informative. Lots of features at the ready. Perfect for a concerned individual during wildfire season.,,,,en,Great App,Very informative . Lots of features at the ready . Perfect for a concerned individual during wildfire season .
1703,1052,3120774448,5,"Good data, easy to use",2018-08-27T12:57:40Z,Socal's Shaking,This app lets me know what in the air before I decide to go out to exercise,,,,en,"Good data , easy to use",This app lets me know what in the air before I decide to go out to exercise
1704,2105,3120542648,5,Informative,2018-08-27T11:57:12Z,"2"" SteamHoleMilk",Very helpful,,,,en,Informative,Very helpful
1705,2022,3120539967,5,Great app!,2018-08-27T11:56:32Z,Sroxann,Air quality at my fingertips. Love it!,,,,en,Great app !,Air quality at my fingertips . Love it !
1706,586,3120239996,5,Lifesaver!,2018-08-27T10:37:36Z,B.R.E.W,"AirVisual is a lifesaver, literally!  My family suffers from serious breathing issues and it’s nice to be able to plan outings, or the unfortunate lack thereof, because of poor air quality.",,,,en,Lifesaver !,"AirVisual is a lifesaver , literally !   My family suffers from serious breathing issues and it ’s nice to be able to plan outings , or the unfortunate lack thereof , because of poor air quality ."
1707,844,3119071737,5,Valuable information to plan outdoor activities,2018-08-27T04:40:41Z,Shermj,Clean easy-to-use  interface.  Set up preferred cities in my favorites.,,,,en,Valuable information to plan outdoor activities,Clean easy - to - use   interface .   Set up preferred cities in my favorites .
1708,445,3118252163,5,Awesome!,2018-08-26T23:22:19Z,tehfraga,"As a chronically ill person, I really rely on knowing information about the air quality. I’ve loved this app and the morning message that lets me know how the air is. The interface is simple to use. Love!",,,,en,Awesome !,"As a chronically ill person , I really rely on knowing information about the air quality . I ’ve loved this app and the morning message that lets me know how the air is . The interface is simple to use . Love !"
1709,128,3118014729,5,"Comprehensive, Accurate, and Well Organized",2018-08-26T21:44:20Z,Count 包,"This App has the right information, where you can find it, and in a way that helps you make decisions for your day. There is both a sophistication in the data it provides for each station and easily digestible graphs and tables of that data. Its location search function is straight forward and user friendly.",,,,en,"Comprehensive , Accurate , and Well Organized","This App has the right information , where you can find it , and in a way that helps you make decisions for your day . There is both a sophistication in the data it provides for each station and easily digestible graphs and tables of that data . Its location search function is straight forward and user friendly ."
1710,1850,3117876430,5,Simple,2018-08-26T20:39:38Z,jcnick,Nice app especially for determining its safe to hold practice,,,,en,Simple,Nice app especially for determining its safe to hold practice
1711,1318,3117744012,5,Great Tool,2018-08-26T19:41:19Z,Coffee lover 324,"Love the app. Great data, easy to get to, and a great map feature. Best of all the apps I’ve seen, and I demoed several.",,,,en,Great Tool,"Love the app . Great data , easy to get to , and a great map feature . Best of all the apps I ’ve seen , and I demoed several ."
1712,1468,3117498412,5,Great!,2018-08-26T18:01:53Z,TJ Industries,Works really well and comes with a watch app. Would be great to add a complication for watch faces.,,,,en,Great !,Works really well and comes with a watch app . Would be great to add a complication for watch faces .
1713,706,3114329098,5,Safety first,2018-08-26T00:51:46Z,HKlifer,Living in Hong Kong you never know what you’re taking yourself and family out into! This app helps make sure you and the kiddos stay safe.,,,,en,Safety first,Living in Hong Kong you never know what you ’re taking yourself and family out into ! This app helps make sure you and the kiddos stay safe .
1714,605,3113540840,5,Easy to use,2018-08-25T19:17:45Z,Calto19,"The app is very easy to use, not many menus that aren’t needed, and is very clear with what information is displayed. Extremely helpful",,,,en,Easy to use,"The app is very easy to use , not many menus that are n’t needed , and is very clear with what information is displayed . Extremely helpful"
1715,819,3113523465,5,Super helpful,2018-08-25T19:10:21Z,Copofosho,"Been terrible with all of the smoke here in the Pacific Northwest, so this app has been super helpful. Easy to use, love the forecasts so you can see what’s coming.",,,,en,Super helpful,"Been terrible with all of the smoke here in the Pacific Northwest , so this app has been super helpful . Easy to use , love the forecasts so you can see what ’s coming ."
1716,2119,3113516341,5,Great App,2018-08-25T19:07:22Z,Great App503,"Great app, always up to date.",,,,en,Great App,"Great app , always up to date ."
1717,1470,3113364674,5,Amazing!!,2018-08-25T18:07:43Z,Icy89cool,Great for knowing if and how hard you should go for a run outside or go run inside on a treadmill! :p,,,,en,Amazing ! !,Great for knowing if and how hard you should go for a run outside or go run inside on a treadmill ! :p
1718,2023,3113228761,5,Great fire season necessity,2018-08-25T17:18:44Z,Mtbengineer,A must have in the West these days.,,,,en,Great fire season necessity,A must have in the West these days .
1719,1101,3113224051,5,Helpful,2018-08-25T17:17:01Z,ETmarkers,Very helpful and nice to be able to monitor multiple locations,,,,en,Helpful,Very helpful and nice to be able to monitor multiple locations
1720,160,3112794087,5,Very helpful and needed!,2018-08-25T14:59:50Z,cyilchx,"It enables me to get critical info I need.  I think that the detailed info could be clearer though.  I can’t tell what those little details mean.  Also, when you select “7 day forecast”. It only gives you 4 days.

I can’t seem to save this review because it keeps saying my nicknames are taken?  Really?  The 3 I’ve chosen are odd and random.  I think this is a glitch.",,,,en,Very helpful and needed !,"It enables me to get critical info I need .   I think that the detailed info could be clearer though .   I ca n’t tell what those little details mean .   Also , when you select “ 7 day forecast ” . It only gives you 4 days . 

 I ca n’t seem to save this review because it keeps saying my nicknames are taken ?   Really ?   The 3 I ’ve chosen are odd and random .   I think this is a glitch ."
1721,1102,3112426883,5,AirVisual,2018-08-25T13:16:58Z,Bazaza,"Awesome app, so glad to have the notification on air quality every morning",,,,en,AirVisual,"Awesome app , so glad to have the notification on air quality every morning"
1722,2383,3111000261,5,Good,2018-08-25T06:19:57Z,Nerdy.jane,I like this app,,,,en,Good,I like this app
1723,2163,3110908705,5,Great AQI,2018-08-25T05:51:15Z,Avatar413,A great quick review of AQI And is quick and also global,,,,en,Great Air Quality Index,A great quick review of Air Quality Index And is quick and also global
1724,284,3110478079,5,It really helps to see the situation visualized,2018-08-25T03:23:39Z,thevmcoach,"While the data in the forecast is not always correct, anymore than any other weather forecast is correct, it's really helped me to use this app this week while we continue suffering through our seventh week of hazardous air in Southern Oregon. Thank you.",,,,en,It really helps to see the situation visualized,"While the data in the forecast is not always correct , anymore than any other weather forecast is correct , it 's really helped me to use this app this week while we continue suffering through our seventh week of hazardous air in Southern Oregon . Thank you ."
1725,569,3109784059,5,Find out your air quality before making plans,2018-08-24T23:02:11Z,HNLwahine,"I have asthma & work outside, so I need to know what I’m going to be working in and what adjustments I need to make",,,,en,Find out your air quality before making plans,"I have asthma & work outside , so I need to know what I ’m going to be working in and what adjustments I need to make"
1726,1103,3109726444,5,Great app,2018-08-24T22:36:20Z,smittybythebay,"Easy to use, gets me the info I need to plan my outdoor workouts in the middle of fire season/bad air days, etc. Love it!",,,,en,Great app,"Easy to use , gets me the info I need to plan my outdoor workouts in the middle of fire season / bad air days , etc . Love it !"
1727,428,3109698402,5,Excellent App: Respiratory Disease: Sufferers,2018-08-24T22:23:37Z,mvorac,"I check this app. It may help patients who suffer from different respiratory diseases such as Asthma or Chronic Obstructive Pulmonary Disease, for example, Emphysema or Chronic Bronchitis. They should consider its information before going outside and if engaging in physical activity.",,,,en,Excellent App : Respiratory Disease : Sufferers,"I check this app . It may help patients who suffer from different respiratory diseases such as Asthma or Chronic Obstructive Pulmonary Disease , for example , Emphysema or Chronic Bronchitis . They should consider its information before going outside and if engaging in physical activity ."
1728,1496,3109297653,5,Air-quality app,2018-08-24T19:20:19Z,murcury56,Awesome app extremely Helpful especially to somebody with COPD. Thank you,,,,en,Air - quality app,Awesome app extremely Helpful especially to somebody with COPD . Thank you
1729,677,3109231948,5,Air Visual,2018-08-24T18:52:02Z,Herb 195_,"I am very pleased with AirVisual Chelan, Wa was the worst air quality for many days in the state Plus I put in family and friends location to check on them",,,,en,Air Visual,"I am very pleased with AirVisual Chelan , Wa was the worst air quality for many days in the state Plus I put in family and friends location to check on them"
1730,1831,3109215865,5,Great app!,2018-08-24T18:45:19Z,vmetten,Very easy to use and reliable,,,,en,Great app !,Very easy to use and reliable
1731,2014,3108916376,5,So good,2018-08-24T16:53:23Z,cdt24,It hurts. Changed my life up in here.,,,,en,So good,It hurts . Changed my life up in here .
1732,237,3108214837,5,"If you want to breathe easier, this is your app.",2018-08-24T13:26:37Z,finn katz,"Given the fire zone the Northwest has become, I have been struggling to find accurate, up-to-the-moment info about air quality. AirVisual solved my dilemma, while also giving me access to conditions in other places, as well. Now if I could only find a NIOSH mask to fit my face...",,,,en,"If you want to breathe easier , this is your app .","Given the fire zone the Northwest has become , I have been struggling to find accurate , up - to - the - moment info about air quality . AirVisual solved my dilemma , while also giving me access to conditions in other places , as well . Now if I could only find a NIOSH mask to fit my face ..."
1733,1639,3107362045,5,Great tool to have,2018-08-24T09:42:02Z,Putt143,Very informative very easy to use.,,,,en,Great tool to have,Very informative very easy to use .
1734,2070,3106300163,5,Exactly what I want from an AQ app,2018-08-24T04:14:36Z,Birdtown2345,Exactly what I want from an AQ app,,,,en,Exactly what I want from an air qualiy app,Exactly what I want from an air qualiy app
1735,1345,3106290935,5,Very helpful,2018-08-24T04:11:18Z,Hlsgirl,This has been a great resource to access during the wildfires of the NW.,,,,en,Very helpful,This has been a great resource to access during the wildfires of the NW .
1736,166,3105717084,5,Great App,2018-08-24T00:57:45Z,Air Quality Awareness,"Extremely important to know the air quality where you live.  Infants to age 18 are at risk.
Folks with lung disease or problems and those with sinus issues will/can have a bad reaction and get sick.
The word on air pollution needs to be reiterated over and over.
I’ve talked to so many people and see people outside when the air is unhealthy  - even moms with baby strollers - crazy.
They are just not aware.",,,,en,Great App,"Extremely important to know the air quality where you live .   Infants to age 18 are at risk . 
 Folks with lung disease or problems and those with sinus issues will / can have a bad reaction and get sick . 
 The word on air pollution needs to be reiterated over and over . 
 I ’ve talked to so many people and see people outside when the air is unhealthy   - even moms with baby strollers - crazy . 
 They are just not aware ."
1737,660,3105490918,5,Simple and Relevant,2018-08-23T23:24:37Z,ATCinthemaking,Adjusts to my location immediately and provides simple quickly accessible info that is relevant to what I need to know.,,,,en,Simple and Relevant,Adjusts to my location immediately and provides simple quickly accessible info that is relevant to what I need to know .
1738,2443,3105440080,5,Air view.,2018-08-23T23:03:05Z,iteach97,Love it.,,,,en,Air view .,Love it .
1739,2347,3104936888,5,Helpful,2018-08-23T19:16:40Z,brandigirlio,Good info,,,,en,Helpful,Good info
1740,185,3104564607,5,"Beautiful to look at, easy to use",2018-08-23T16:54:06Z,Asbestos78,"I’ve been checking this app every morning to see if it’s safe to let the kids go outside to play. Sad that this is probably our new normal in August, but at least I can see when it will pass (by day and hour) or use the map to see where we could travel to for some clean weekend air.",,,,en,"Beautiful to look at , easy to use","I ’ve been checking this app every morning to see if it ’s safe to let the kids go outside to play . Sad that this is probably our new normal in August , but at least I can see when it will pass ( by day and hour ) or use the map to see where we could travel to for some clean weekend air ."
1741,330,3104418938,5,Super useful!,2018-08-23T16:05:50Z,Kenmore mark,"During our heavy smoke in Western Washington, I was using this app every day, multiple times. Really helpful and beautiful too (the air movement map in particular.) I will continue using it to check AQ and it reall helps me see air movements. Well done!",,,,en,Super useful !,"During our heavy smoke in Western Washington , I was using this app every day , multiple times . Really helpful and beautiful too ( the air movement map in particular . ) I will continue using it to check air qualiy and it reall helps me see air movements . Well done !"
1742,1375,3104409757,5,Helpful app,2018-08-23T16:02:44Z,Lex_Seattle,"Helpful, especially during fire season",,,,en,Helpful app,"Helpful , especially during fire season"
1743,1941,3104328596,5,Terrific app,2018-08-23T15:36:33Z,Shalomrav ,Simple to use. Accurate. A gem of an app!,,,,en,Terrific app,Simple to use . Accurate . A gem of an app !
1744,360,3104304392,5,100% necessary!,2018-08-23T15:29:34Z,JAM572018,"It has been a Smokey summer and I have a new baby that I want to limit pollution exposure too.
I love being able to see my local area as well as places I’m planning to travel all in once place!",,,,en,100 % necessary !,"It has been a Smokey summer and I have a new baby that I want to limit pollution exposure too . 
 I love being able to see my local area as well as places I ’m planning to travel all in once place !"
1745,317,3104136371,5,Very Useful & Full Function,2018-08-23T14:42:42Z,NWProf,"This fire season has been the worst yet for the northwest & sent me looking for better air quality info than our local weather report gave. I was pleased to find AirVisual. Easy to get started with, a logical interface, & lots of location features. Good job!",,,,en,Very Useful & Full Function,"This fire season has been the worst yet for the northwest & sent me looking for better air quality info than our local weather report gave . I was pleased to find AirVisual . Easy to get started with , a logical interface , & lots of location features . Good job !"
1746,2384,3103997486,5,Great app!,2018-08-23T14:02:56Z,Trengove87,Easy to interpret and visually pleasing.,,,,en,Great app !,Easy to interpret and visually pleasing .
1747,2204,3103692950,5,Convenient and aesthetically pleasing,2018-08-23T12:41:39Z,The BZ Rider,This works hreat,,,,en,Convenient and aesthetically pleasing,This works hreat
1748,1471,3101771766,5,Cool app,2018-08-23T04:32:53Z,ysorkin,A very convenient way to check air quality!,,,,en,Cool app,A very convenient way to check air quality !
1749,570,3101707708,5,Fabulous app for monitoring AQI,2018-08-23T04:05:39Z,Beluga grrl,"This app makes monitoring the AQI (Air Quality Index) for your local
area super easy. A big plus is the continual
Monitoring and the ability to show the rating on the app’s “face.” Highly recommend.",,,,en,Fabulous app for monitoring Air Quality Index,"This app makes monitoring the Air Quality Index ( Air Quality Index ) for your local 
 area super easy . A big plus is the continual 
 Monitoring and the ability to show the rating on the app ’s “ face . ” Highly recommend ."
1750,820,3101042525,5,Moonlady 360,2018-08-22T23:58:18Z,moonlady360,Like this app. Never have any problems with it ! Get it if you need to keep track of air quality for yourself!,,,,en,Moonlady 360,Like this app . Never have any problems with it ! Get it if you need to keep track of air quality for yourself !
1751,2457,3100863374,5,AirVisual is da bomb,2018-08-22T22:43:44Z,S Schaefer,Great app! Good info! Well presented!,,,,en,AirVisual is da bomb,Great app ! Good info ! Well presented !
1752,153,3100848544,5,Easy to use,2018-08-22T22:37:45Z,kdaphoto,Makes tracking air quality easier than the AirNow website. Good interface. Ability to save multiple locations is nice for those of us who travel in areas prone to getting forest fire smoke. Worth it!,,,,en,Easy to use,Makes tracking air quality easier than the AirNow website . Good interface . Ability to save multiple locations is nice for those of us who travel in areas prone to getting forest fire smoke . Worth it !
1753,998,3100505076,5,Up to date,2018-08-22T20:02:03Z,Lrk8138,Appreciate the up to date info!,,,,en,Up to date,Appreciate the up to date info !
1754,679,3099788680,5,Excellent,2018-08-22T15:46:06Z,DeziRayne,Very accurate and updates every few minutes.,,,,en,Excellent,Very accurate and updates every few minutes .
1755,385,3099603142,5,AirVisual,2018-08-22T14:48:32Z,goldfinch96,Great app for those of us having to live with wildfire smoke. It seems accurate and automatically updates. It also gives an air quality forecast.  Easy to use.,,,,en,AirVisual,Great app for those of us having to live with wildfire smoke . It seems accurate and automatically updates . It also gives an air quality forecast .   Easy to use .
1756,142,3099532797,5,Essential app for those in the West,2018-08-22T14:26:54Z,plushpup68,"This app is brilliant. It’s visually very pleasing in a way that makes it easy to gather lots of info for your day and week ahead so you can plan life around the smoke. It’s got a lot of information, too—packing in weather forecast and wind shifts as well. It beats the AirNow DEQ website hands-down (and by a huge margin). Lastly, it’s super easy to navigate. So sorry an app like this had to me made, but grateful that it was!",,,,en,Essential app for those in the West,"This app is brilliant . It ’s visually very pleasing in a way that makes it easy to gather lots of info for your day and week ahead so you can plan life around the smoke . It ’s got a lot of information , too — packing in weather forecast and wind shifts as well . It beats the AirNow DEQ website hands - down ( and by a huge margin ) . Lastly , it ’s super easy to navigate . So sorry an app like this had to me made , but grateful that it was !"
1757,1852,3097914307,5,Excellent tool,2018-08-22T06:16:30Z,GuyTobin,Very informative and a great planning tool for travel and safety.,,,,en,Excellent tool,Very informative and a great planning tool for travel and safety .
1758,1053,3096938154,5,Very helpful,2018-08-22T00:02:09Z,NewWaveDJ,This is a great app for air quality. You can add multiple cities and there’s a future forecast.,,,,en,Very helpful,This is a great app for air quality . You can add multiple cities and there ’s a future forecast .
1759,1891,3096627863,5,Nice way to see,2018-08-21T21:51:13Z,Sisterinsong,What my throat and lungs feel. Thx,,,,en,Nice way to see,What my throat and lungs feel . Thanks
1760,1199,3096365646,5,Crucial app,2018-08-21T19:47:14Z,Want to breathe,"As an asthmatic, Keeping informed about air-quality is if utmost importance to my health.  I consult Airvisual several times a day. It is most helpful.",,,,en,Crucial app,"As an asthmatic , Keeping informed about air - quality is if utmost importance to my health .   I consult Airvisual several times a day . It is most helpful ."
